concept	facet	property	facet_property	cluster_label
windsurfer	physical attributes	flexible	physical attributes: flexible	451
springboard	characteristics	flexible	characteristics: flexible	451
swimmer	physical characteristics	flexible	physical characteristics: flexible	451
athlete	physical characteristics	flexible	physical characteristics: flexible	451
gymnast	physical attributes	flexible	physical attributes: flexible	451
athlete	physical attributes	flexible	physical attributes: flexible	451
mixed team	characteristics	flexible	characteristics: flexible	451
hurdles	characteristics	flexible	characteristics: flexible	451
balance beam	characteristics	flexible	characteristics: flexible	451
gymnast	characteristics	flexible	characteristics: flexible	451
athlete	characteristics	flexible	characteristics: flexible	451
hurdles	characteristics	rigid	characteristics: rigid	451
springboard	features	flexible	features: flexible	451
fencing	characteristics	flexible	characteristics: flexible	451
swimmer	physiological characteristic	flexible body	physiological characteristic: flexible body	451
gymnast	physical characteristics	flexible	physical characteristics: flexible	451
aerials	physical appearance	flexible	physical appearance: flexible	451
balance beam	characteristics	tested for strength and flexibility	characteristics: tested for strength and flexibility	451
gymnast	physical characteristic	flexible	physical characteristic: flexible	451
gymnast	physique	flexible	physique: flexible	451
athlete	characteristic	flexible	characteristic: flexible	451
swimmer	physical attributes	flexible	physical attributes: flexible	451
taekwondo	physical characteristics	flexible	physical characteristics: flexible	451
windsurfer	physical condition	flexible	physical condition: flexible	451
athlete	physical attribute	flexible	physical attribute: flexible	451
hurdles	material	flexible	material: flexible	451
fencing	characteristics	rigid	characteristics: rigid	451
men's team	type	athletic	type: athletic	452
hurdles	type	athletic	type: athletic	452
race	type	athletic	type: athletic	452
all-round	types	athletic	types: athletic	452
athlete	physical attributes	good eyesight	physical attributes: good eyesight	452
modern pentathlon	athletes	adaptable	athletes: adaptable	452
freestyle skiing	style	athletic	style: athletic	452
gymnast	physical attributes	athletic	physical attributes: athletic	452
gymnast	characteristics	athletic	characteristics: athletic	452
modern pentathlon	athletes	versatile	athletes: versatile	452
ice dancing	style	athletic	style: athletic	452
summer games	type	athletic	type: athletic	452
individual	abilities	athletic	abilities: athletic	452
taekwondo	physical characteristics	fast-paced	physical characteristics: fast-paced	452
hammer throw	athlete	powerful	athlete: powerful	452
all-rounder	ability	good at multiple sports	ability: good at multiple sports	452
high jump	type	athletic	type: athletic	452
triple jump	type	athletic	type: athletic	452
all-rounder	athletic ability	good batsman	athletic ability: good batsman	452
windsurfer	physical attributes	good balance	physical attributes: good balance	452
hammer throw	athletes	powerful	athletes: powerful	452
windsurfer	physical condition	athletic	physical condition: athletic	452
all-rounder	physical attributes	athletic	physical attributes: athletic	452
athlete	characteristic	physically fit	characteristic: physically fit	452
athlete	physical attributes	athletic build	physical attributes: athletic build	452
gymnast	physical attributes	athletic build	physical attributes: athletic build	452
windsurfer	physical characteristics	athletic	physical characteristics: athletic	452
gymnast	physique	athletic	physique: athletic	452
all-rounder	athletic ability	fast runner	athletic ability: fast runner	452
women's team	type	athletic	type: athletic	452
breaststroke	characteristics	aerodynamic	characteristics: aerodynamic	453
swimmer	physical characteristics	streamlined body	physical characteristics: streamlined body	453
swimmer	physical characteristic	streamlined body	physical characteristic: streamlined body	453
swimmer	physical characteristic	streamlined	physical characteristic: streamlined	453
butterfly	physical characteristics	light body	physical characteristics: light body	453
breaststroke	body position	streamlined	body position: streamlined	453
olympic sport	participant characteristics	age	participant characteristics: age	454
individual	physical characteristics	skin color	physical characteristics: skin color	454
individual	physical	age	physical: age	454
medal winners	athlete characteristics	old	athlete characteristics: old	454
windsurfer	physical characteristics	young adult	physical characteristics: young adult	454
individual	physical characteristics	age	physical characteristics: age	454
men's team	player characteristics	age	player characteristics: age	454
individual	biological characteristics	age	biological characteristics: age	454
badminton	characteristics	high-intensity	characteristics: high-intensity	455
mass start	characteristics	high-intensity	characteristics: high-intensity	455
taekwondo	physical characteristics	high-intensity	physical characteristics: high-intensity	455
air pistol	power	high	power: high	455
rapid fire pistol	power	high	power: high	455
skiff	type	light	type: light	455
cycling	intensity	extreme	intensity: extreme	455
hammer throw	physical demands	power	physical demands: power	456
long jump	physical demands	power	physical demands: power	456
nordic combined	physical demands	power	physical demands: power	456
speed skating	physical demands	power	physical demands: power	456
athletics	physical demands	power	physical demands: power	456
long jump	physical attributes	power	physical attributes: power	456
track and field	focus	power	focus: power	456
walk	style	power	style: power	456
artistic gymnastics	physical demands	power	physical demands: power	456
hammer throw	physiological demands	power	physiological demands: power	456
rhythmic gymnastics	physical demands	power	physical demands: power	456
track and field	physical demands	power	physical demands: power	456
tennis	physical demands	power	physical demands: power	456
triple jump	physical demands	power	physical demands: power	456
javelin throw	physical demands	power	physical demands: power	456
hammer throw	technique	force	technique: force	456
walk	type	power	type: power	456
high jump	physiological demands	power	physiological demands: power	456
javelin throw	physiological demands	power	physiological demands: power	456
triple jump	importance	power	importance: power	456
long jump	importance	power	importance: power	456
pole vault	physical demands	power	physical demands: power	456
modern pentathlon	purpose	physical and mental endurance	purpose: physical and mental endurance	457
marathon	physical demands	cardiovascular	physical demands: cardiovascular	457
cycling	physical demands	cardiovascular	physical demands: cardiovascular	457
